timestamp,queue,dominant_emotion,neg_count,flagged,recommendation
2026-05-19 10:27:20,Queue 3,Neutral,0,False,All Good
2026-05-19 10:27:34,Counter,Neutral,0,False,All Good
2026-05-19 10:27:34,Queue 1,Sad,1,True,Service Quality Check Required
2026-05-19 10:27:34,Queue 2,Neutral,0,False,All Good
2026-05-19 10:27:34,Queue 3,Neutral,0,False,All Good
2026-05-19 10:27:46,Counter,Neutral,0,False,All Good
2026-05-19 10:27:46,Queue 1,Neutral,8,False,All Good
2026-05-19 10:27:46,Queue 2,Neutral,0,False,All Good
2026-05-19 10:27:46,Queue 3,Neutral,0,False,All Good
2026-05-19 10:27:58,Counter,Neutral,0,False,All Good
2026-05-19 10:27:58,Queue 1,Neutral,2,False,All Good
2026-05-19 10:27:58,Queue 2,Neutral,0,False,All Good
2026-05-19 10:27:58,Queue 3,Neutral,0,False,All Good
2026-05-19 10:28:13,Counter,Neutral,0,False,All Good
2026-05-19 10:28:13,Queue 1,Neutral,0,False,All Good
2026-05-19 10:28:13,Queue 2,Neutral,0,False,All Good
2026-05-19 10:28:13,Queue 3,Neutral,0,False,All Good
2026-05-19 10:28:26,Counter,Neutral,0,False,All Good
2026-05-19 10:28:26,Queue 1,Neutral,3,False,All Good
2026-05-19 10:28:26,Queue 2,Neutral,0,False,All Good
2026-05-19 10:28:26,Queue 3,Neutral,0,False,All Good
2026-05-19 10:28:39,Counter,Neutral,0,False,All Good
2026-05-19 10:28:39,Queue 1,Sad,6,False,All Good
2026-05-19 10:28:39,Queue 2,Neutral,0,False,All Good
2026-05-19 10:28:39,Queue 3,Neutral,0,False,All Good
2026-05-19 10:28:55,Counter,Neutral,0,False,All Good
2026-05-19 10:28:55,Queue 1,Sad,22,False,All Good
2026-05-19 10:28:55,Queue 2,Neutral,0,False,All Good
2026-05-19 10:28:55,Queue 3,Neutral,0,False,All Good
2026-05-19 10:29:08,Counter,Neutral,0,False,All Good
2026-05-19 10:29:08,Queue 1,Sad,20,True,Service Quality Check Required
2026-05-19 10:29:08,Queue 2,Neutral,0,False,All Good
2026-05-19 10:29:08,Queue 3,Neutral,0,False,All Good
2026-05-19 10:29:24,Counter,Sad,21,False,All Good
2026-05-19 10:29:24,Queue 1,Neutral,0,False,All Good
2026-05-19 10:29:24,Queue 2,Neutral,0,False,All Good
2026-05-19 10:29:24,Queue 3,Neutral,0,False,All Good
2026-05-19 10:29:36,Counter,Sad,10,False,All Good
2026-05-19 10:29:36,Queue 1,Neutral,0,False,All Good
2026-05-19 10:29:36,Queue 2,Neutral,0,False,All Good
2026-05-19 10:29:36,Queue 3,Neutral,0,False,All Good
2026-05-19 10:29:49,Counter,Sad,20,True,Service Quality Check Required
2026-05-19 10:29:49,Queue 1,Neutral,0,False,All Good
2026-05-19 10:29:49,Queue 2,Neutral,0,False,All Good
2026-05-19 10:29:49,Queue 3,Neutral,0,False,All Good
2026-05-19 10:30:03,Counter,Fearful,13,True,Service Quality Check Required
2026-05-19 10:30:03,Queue 1,Neutral,0,False,All Good
2026-05-19 10:30:03,Queue 2,Neutral,0,False,All Good
2026-05-19 10:30:03,Queue 3,Neutral,0,False,All Good
2026-05-19 10:30:18,Counter,Angry,20,True,Service Quality Check Required
2026-05-19 10:30:18,Queue 1,Neutral,0,False,All Good
2026-05-19 10:30:18,Queue 2,Neutral,0,False,All Good
2026-05-19 10:30:18,Queue 3,Neutral,0,False,All Good
2026-05-19 10:30:33,Counter,Fearful,19,True,Service Quality Check Required
2026-05-19 10:30:33,Queue 1,Neutral,0,False,All Good
2026-05-19 10:30:33,Queue 2,Neutral,0,False,All Good
2026-05-19 10:30:33,Queue 3,Neutral,0,False,All Good
2026-05-19 10:30:46,Counter,Fearful,13,True,Service Quality Check Required
2026-05-19 10:30:46,Queue 1,Neutral,0,False,All Good
2026-05-19 10:30:46,Queue 2,Neutral,0,False,All Good
2026-05-19 10:30:46,Queue 3,Neutral,0,False,All Good
2026-05-19 10:30:58,Counter,Fearful,25,True,Service Quality Check Required
2026-05-19 10:30:58,Queue 1,Neutral,0,False,All Good
